ID,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15
124466,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124468,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0
124469,0,0,0,0,0,0,0.375,0,0.125,0,0,0,0,0,0
124470,0,0,0,0,0,0,4.125,0,0,0,0,0,0,0,0
124471,0,0,0,0,0,0,1.375,0,0,0,0,0,0,0,0
124472,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0
124473,0,0,0,0,0,0,1.375,0,0,0,0,0,0,0,0
124474,0,0,0,0,0,0,2.25,0.375,0,0,0,0,0,0,0
124475,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0
124476,0,0,0,0,0,0,0.5,0.375,0,0,0,0,0,0,0
124477,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124479,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0,0
124480,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124482,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0
124483,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
124484,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124485,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0
124486,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
124487,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
124488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124489,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124490,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124491,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124492,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124493,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124494,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124496,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
124497,0,0,0,0,0,0,0.5,0,0.125,0,0,0,0,0,0
124498,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124499,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124500,0,0,0,0,0,0,0.625,0,0.625,0,0,0,0,0,0
124501,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124502,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
124503,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
124504,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124505,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124506,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124507,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
124508,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124509,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124510,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124511,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0
124512,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124513,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124514,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124515,0,0,0,0,0,0,0.125,0.875,0,0,0,0,0,0,0
124516,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124517,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124518,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124519,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124520,0,0,0,0,0,0,0.625,0.125,0,0,0,0,0,0,0
124521,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124522,0,0,0,0,0,0,0.625,0,0.5,0,0,0,0,0,0
124523,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124524,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124525,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124526,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124527,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124528,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124529,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124530,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124531,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124532,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124533,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124534,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
124535,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124536,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124537,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124538,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124539,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124540,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124541,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124542,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124543,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124544,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124545,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124546,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124547,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124548,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124549,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124550,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124551,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124552,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124553,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
124556,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124557,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124558,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124559,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124560,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124561,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124562,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124563,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124565,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124566,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124567,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124568,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124571,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124573,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124574,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124575,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124576,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124577,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124578,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124579,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124580,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124581,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124583,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124584,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124585,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124586,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124587,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124588,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124589,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124590,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
124591,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124592,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124593,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124594,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124595,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124596,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124597,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124598,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124599,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124600,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124601,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124602,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124603,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124604,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124605,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124607,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124608,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124610,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124611,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124613,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124614,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124617,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124618,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124620,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124621,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124622,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124623,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124624,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124625,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124626,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124628,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124629,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124630,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124631,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124632,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124634,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124635,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124636,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124640,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124642,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124643,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124644,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124645,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124646,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0
124648,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124650,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124651,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124653,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124654,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124655,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124658,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124659,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124660,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124661,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124664,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124666,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124668,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124669,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124670,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124671,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124673,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124674,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124675,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124676,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124677,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124682,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124683,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124685,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124686,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124688,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124689,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124690,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124691,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124692,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124693,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124694,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124697,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124698,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124701,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124702,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124704,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124705,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124706,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124707,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124708,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124711,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124713,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124714,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124715,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124716,0,0,0,0,0,0,0.25,0.375,0,0,0,0,0,0,0
124717,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124718,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124719,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124720,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124721,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124722,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124723,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124724,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124725,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124726,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124727,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124729,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124730,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124732,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124733,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124735,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124738,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124739,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124740,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124741,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124743,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124744,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124746,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124748,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124749,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124750,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124751,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124752,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124753,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124754,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124756,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124757,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124759,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124760,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124761,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124763,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124764,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124765,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124769,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124770,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124771,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124772,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124773,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124774,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124775,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124776,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124777,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124779,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124781,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124782,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124784,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124785,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124786,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124787,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124788,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124789,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124790,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124793,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124795,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124796,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124797,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124798,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124799,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124800,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124801,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124804,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124805,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124807,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124808,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124809,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124810,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124811,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124813,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124814,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124816,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124817,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124818,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124819,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124821,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124823,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124826,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124827,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124828,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124829,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124830,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124831,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124834,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124836,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124840,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124841,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124843,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124844,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124845,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124846,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124848,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124849,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124852,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124853,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124854,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124856,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124857,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124859,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124860,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124861,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124862,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124863,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124868,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124869,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124871,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124872,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124873,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124875,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124877,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124878,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124881,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124882,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124883,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124885,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124886,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124890,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124891,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124892,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124894,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124895,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124896,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124899,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124900,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124901,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124902,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124903,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124905,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124906,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124907,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124908,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124909,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124911,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124912,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124913,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124915,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124916,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124917,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124918,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124924,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124925,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124926,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124929,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124930,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124931,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124932,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124934,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124936,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124937,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124942,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124944,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124949,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124950,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124951,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124952,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124953,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124954,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124955,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124958,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124960,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124961,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124962,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124963,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124965,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124967,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124969,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124970,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124973,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124975,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124981,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124983,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124986,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124988,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124989,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124991,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124992,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124993,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124994,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124996,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124998,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
125001,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
125002,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
125005,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
125009,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
125011,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
125012,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
125013,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
